exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,579,"사용자가 특정 문구, 값 또는 패턴을 모니터링하고 메트릭을 기반으로 경보를 설정할 수있는 AWS 서비스는 무엇입니까?",D,D,AWS IQ,아마존은 이해합니다,AWS CloudTrail,아마존 클라우드 워치 로그,,,,,
examtopics,CLF-01,580,회사는 정적 컨텐츠에 대한 내구성있는 스토리지와 최저 비용으로 무한히 확장 가능한 데이터 저장 인프라를 원합니다. 어떤 AWS 서비스를 선택해야합니까?,B,B,Amazon Elastic Block Store (Amazon EBS),아마존 S3,AWS 스토리지 게이트웨이,아마존 탄성 파일 시스템 (Amazon EFS),,,,,
examtopics,CLF-01,581,회사가 AWS 지역을 사용하여 다른 국가의 사용자에게 응용 프로그램 가용성을 높일 때 적용하는 클라우드 컴퓨팅 이점은 무엇입니까?,D,C,유료 요금,용량 예측,규모의 경제,글로벌 도달 범위,,,,,
examtopics,CLF-01,582,사용자는 비즈니스 수준의 AWS 지원 계획이있는 AWS 계정을 가지고 있으며 생산 서비스 중단을 처리하는 데 도움이 필요합니다. 사용자는 어떤 조치를 취해야합니까?,D,D,전용 AWS 기술 계정 관리자 (TAM)에 문의하십시오.,전용 AWS 컨시어지 지원 팀에 문의하십시오.,비즈니스 크리티컬 시스템 다운 지원 사례를 엽니 다.,생산 시스템 다운 지원 사례를 열십시오.,,,,,
examtopics,CLF-01,583,회사는 Amazon S3에 저장된 데이터를 암호화 할 수있는 방법을 찾고 있습니다. AWS 관리 서비스는이 작업을 수행하는 데 도움이 될 수 있습니까?,D,D,AWS 인증서 관리자 (ACM),AWS 비밀 관리자,AWS 리소스 액세스 관리자,AWS 키 관리 서비스 (AWS KMS),,,,,
examtopics,CLF-01,584,"사용자가 AWS에서 실행중인 Microsoft Windows 서버에 대한 기존 소켓 당 소켓 당, 당사자 당 또는 가상의 기계 소프트웨어 라이센스를 활용하려면 EC2 인스턴스 유형이 필요합니까?",C,C,스팟 인스턴스,전용 인스턴스,전용 호스트,예약 된 인스턴스,,,,,
examtopics,CLF-01,585,AWS 조직 내의 통합 청구는 어떻게 월별 비용을 낮추는 데 어떻게 도움이 될 수 있습니까?,B,A,여러 계정에서 월별 청구에 대한 통합 관점을 제공함으로써,가격 책정 계층 할인을 달성하기 위해 여러 계정에서 사용을 풀어,API를 통해 새 계정 생성을 자동화함으로써,중앙 집중식 서비스 관리를 위해 SCP (Service Control Policies)를 활용하여,,,,,
examtopics,CLF-01,586,솔루션 아키텍트는 손상된 인스턴스가 새로운 인스턴스로 대체되도록 Amazon EC2 인스턴스의 함대를 유지해야합니다. Solutions Architect가 사용해야합니까?,D,D,Amazon Elastic Container Service (Amazon ECS),Amazon Guardduty,AWS 방패,AWS 자동 스케일링,,,,,
examtopics,CLF-01,587,AWS 클라우드에 배포 된 응용 프로그램에는 예측할 수없는 사용 패턴이 있으며 중단 할 수없는 워크로드를 실행하고 있습니다.이 응용 프로그램에서 가장 비용 효율적인 Amazon EC2 가격 책정 옵션은 무엇입니까?,DC,D,전용 인스턴스,스팟 인스턴스,예약 된 인스턴스,주문형 인스턴스,,,,,
examtopics,CLF-01,588,회사는 온-프레미스 데이터 센터를 AWS로 마이그레이션하고 있으며 Linux 고객에게 NFS 액세스를 제공하려고합니다. 회사는 어떤 서비스를 사용해야합니까?,B,B,아마존 S3,아마존 탄성 파일 시스템 (Amazon EFS),Amazon Elastic Block Store (Amazon EBS),아마존 S3 빙하,,,,,
examtopics,CLF-01,589,응용 프로그램은 여러 외부 리소스로부터 SQL 주입 공격을 받고 있습니다. AWS 서비스 또는 기능이 이러한 공격에 대한 완화를 자동화하는 데 도움이 될 수 있습니까?,A,A,aws waf,보안 그룹,탄성로드 밸런서,네트워크 ACL,,,,,
examtopics,CLF-01,590,사용자 조치 및 소스 IP 주소를 추적하고 녹음하여 AWS 계정의 위험 감사를 가능하게하는 AWS 서비스는 무엇입니까?,D,D,AWS X-ray,AWS 방패,AWS 신뢰할 수있는 고문,AWS CloudTrail,,,,,
examtopics,CLF-01,591,회사에는 단일 Amazon EC2 인스턴스에서 MySQL 데이터베이스가 실행 중입니다.회사는 이제 정전시 더 높은 가용성이 필요합니다. 어떤 작업 세트 가이 요구 사항을 충족시킬 것인가?,C,C,EC2 인스턴스 앞에 응용 프로그램로드 밸런서를 추가하십시오.,인스턴스를 다른 가용성 영역으로 이동시키기 위해 EC2 자동 복구를 구성하십시오.,Amazon RDS로 마이그레이션하고 Multi-AZ를 활성화하십시오.,정전을 피하기 위해 EC2 인스턴스에 대한 종료 보호를 활성화하십시오.,,,,,
examtopics,CLF-01,592,회사는 높은 처리량으로 그래픽 쿼리를 만들어 소셜 미디어 계정에서 많은 양의 데이터를 처리해야합니다. AWS 서비스는 회사가 이러한 요구 사항을 충족시키는 클라우드 아키텍처를 설계하는 데 도움이됩니까?,C,C,아마존 RDS,아마존 다이나 모드,아마존 해왕성,아마존 레드 시프트,,,,,
examtopics,CLF-01,593,Amazon RDS에서 사용할 수있는 데이터베이스는 무엇입니까?(2 개 선택.),BE,DE,Sybase,Microsoft SQL Server,IBM DB2,Mongodb,Postgresql,,,,
examtopics,CLF-01,594,AWS 공유 책임 모델에서 AWS 관리 서비스를 사용할 때 고객의 책임은 얼마입니까?,CAB,C,데이터 센터의 물리적 보안,서버 측 암호화,고객 데이터,운영 체제 패치,,,,,
examtopics,CLF-01,595,동적으로 ScaleAmazon EC2 인스턴스에서 많은 양의 데이터를 처리 할 수 있도록 쉽고 빠르며 비용 효율적인 AWS 관리 Hadoop 프레임 워크는 어떤 서비스입니까?,A,A,아마존 EMR,아마존 EC2,AWS 탄성 콩나무,아마존 레드 시프트,,,,,
examtopics,CLF-01,596,회사는 Amazon EC2 사례가 동일한 지리적 영역을 공유하지만 여러 독립 기본 전원을 사용하기를 원합니다. 어떤 솔루션 이이 목표를 달성합니까?,C,C,단일 가용성 영역에서 EC2 인스턴스를 사용하십시오.,여러 AWS 영역에서 EC2 인스턴스를 사용하십시오.,동일한 AWS 영역의 여러 가용성 영역에서 EC2 인스턴스를 사용하십시오.,동일한 가장자리 위치와 동일한 AWS 영역에서 EC2 인스턴스를 사용하십시오.,,,,,
examtopics,CLF-01,597,회사는 몇 개월마다 온 프레미스 인프라를 업그레이드하는 데 몇 개월을 소비합니다.회사는 AWS 클라우드로 마이그레이션하여 인프라 조달 시간을 줄이려고합니다.,B,B,AWS는 기존 하드웨어를 AWS 데이터 센터로 옮기는 데 도움이됩니다.,이 회사는 IT 자원에 대한 주문형 액세스로 민첩성이 높아질 것입니다.,반복적 인 응용 프로그램 설치 및 설정에 도움을주기 위해 엔터프라이즈 지원이 제공됩니다.,이 회사는 멀티 -AZ 배포로 가동 중지 시간을 덜 경험할 것입니다.,,,,,
examtopics,CLF-01,598,"AWS 공유 책임 모델에 따르면, Amazon RDS를 사용할 때 누가 백업을 예약하고 수행 할 책임이 있습니까?",BA,C,AWS는 두 작업 모두에 책임이 있습니다.,고객은 예약을 책임지고 AWS는 백업을 수행 할 책임이 있습니다.,고객은 두 작업 모두에 대한 책임이 있습니다.,AWS는 스케줄링을 담당하며 사용자는 백업을 수행 할 책임이 있습니다.,,,,,
examtopics,CLF-01,599,다음 중 Amazon EC2 인스턴스를 중지 한 특정 사용자를 식별하는 데 사용할 수있는 것은 무엇입니까?,AC,C,AWS CloudTrail,아마존 검사관,아마존 클라우드 워치,VPC 흐름 로그,,,,,
examtopics,CLF-01,600,회사에는 사용자가 필요한 작업을 수행하는 데 필요한 권한을 부여하지 않는 관리 된 IAM 정책이 있습니다. 어떻게 해결할 수 있습니까?,B,B,AWS Shield Advanced를 활성화하십시오,사용자 정의 IAM 정책을 만듭니다,AWS 마켓 플레이스의 타사 웹 애플리케이션 방화벽 (WAF) 관리 규칙 사용,AWS Key Management Service (AWS KMS)를 사용하여 고객 관리 키를 만듭니다.,,,,,
examtopics,CLF-01,601,용량을 일시적으로 사용할 수 없게되면 실행중인 Amazon EC2 인스턴스를 방해하는 가격 모델은 무엇입니까?,C,C,주문형 인스턴스,표준 예약 인스턴스,스팟 인스턴스,컨버터블 예약 인스턴스,,,,,
examtopics,CLF-01,602,AWS 클라우드에서 고객의 책임은 어떤 보안 관련 작업입니까?,D,D,데이터 센터에서 인프라 확보,하드웨어 수준에서 방화벽 구성 유지,하드웨어 구성 요소 간의 네트워킹 유지 관리,서버 측 암호화 유지,,,,,
examtopics,CLF-01,603,"분석을 위해 데이터를 쉽게 준비 할 수 있도록 데이터 추출, 변환 및로드 (ETL) 도구 역할을하는 AWS 서비스는 무엇입니까?",C,C,아마존 Quicksight,아마존 아테나,AWS 접착제,AWS 탄성 콩나무,,,,,
examtopics,CLF-01,604,회사는 최근 AWS로 마이그레이션하여 모든 AWS 계정에서 지능적인 위협 보호 및 지속적인 모니터링을 가능하게하려고합니다.이 목표를 달성하기 위해 어떤 AWS 서비스를 사용해야합니까?,B,B,아마존 마키,Amazon Guardduty,AWS 방패,아마존 형사,,,,,
examtopics,CLF-01,605,사용자는 다음 작업 중 어느 것을 수행하여 Amazon EC2 비용을 최적화 할 수 있습니까?(2 개 선택.),ADACBCABDE,BC,수요에 따라 인스턴스를 추가하고 제거 할 자동 스케일링 그룹 구현.,IAM 사용자가 새로운 인스턴스를 생성하는 것을 제한하는 정책 작성.,AWS 예산을 사용하여 EC2 사례에 대한 지출을 제한하기 위해 예산을 설정합니다.,예약 된 인스턴스 구매.,EC2 인스턴스를 최종 사용자와 지리적으로 가까운 초 SAW 영역에 추가합니다.,,,,
examtopics,CLF-01,606,전 세계적으로 분산 된 사용자 기반의 네트워크 대기 시간을 줄이는 데 도움이되는 AWS 서비스 또는 기능은 무엇입니까?(2 개 선택.),CE,BD,아마존 VPC,탄성로드 밸런서,아마존 클라우드 프론트,AWS Direct Connect,AWS 글로벌 가속기,,,,
examtopics,CLF-01,607,AWS Trusted Advisor는 AWS 계정의 어떤 특성에 대해 모니터링하고 조언을 제공 할 수 있습니까?(2 개 선택.),ADBDA,BD,보안 모범 사례 준수,응용 프로그램 성능,네트워크 활용,비용 최적화,준수 상태,,,,
examtopics,CLF-01,608,보안 그룹이 자원에 대한 무제한 액세스가 허용되었는지 여부를 식별 할 AWS 서비스는 무엇입니까?,A,A,AWS 신뢰할 수있는 고문,아마존 클라우드 워치,VPC 흐름 로그,AWS CloudTrail,,,,,
examtopics,CLF-01,609,인터넷에서 인바운드 트래픽이 VPC에 액세스 할 수 있도록 어떤 AWS 서비스 또는 구성 요소가 있습니까?,A,A,인터넷 게이트웨이,Nat 게이트웨이,aws waf,VPC 피어링,,,,,
examtopics,CLF-01,610,어떤 아키텍처 개념이 더 이상 필요하지 않을 때 주문형 리소스를 배포하고 리소스를 해제 할 수있는 능력을 설명 하는가?,D,D,고 가용성,분리 된 건축,회복력,탄력,,,,,
examtopics,CLF-01,611,Amazon RDS를 사용할 때 고객은 무엇을 책임 지는가?,C,C,기본 운영 체제의 패치 및 유지 보수.,데이터베이스의 자동 백업 관리.,보안 그룹을 통한 네트워크 액세스 제어.,하드웨어 고장시 실패한 인스턴스를 교체합니다.,,,,,
examtopics,CLF-01,612,IP 주소 범위를 제공 할 때 CIDR 블록 표기법을 허용하는 AWS 네트워크 서비스 또는 기능은 무엇입니까?(2 개 선택.),AC,AC,보안 그룹,아마존 기계 이미지 (AMI),네트워크 액세스 제어 목록 (네트워크 ACL),AWS 예산,Amazon Elastic Block Store (Amazon EBS),,,,
examtopics,CLF-01,613,회사는 생산 워크로드를 AWS 클라우드로 마이그레이션하기로 결정했습니다. 어떤 조치가 마이그레이션의 일부로 운영 비용을 줄이는 데 도움이 될 수 있습니까?(2 개 선택.),ADDE,DE,과도하게 제공 된 인스턴스를 줄입니다.,AWS의 모든 타사 라이센스를 Rehost.,고도로 사용 가능한 아키텍처를 구현하십시오.,관리 서비스를 사용하십시오.,응용 프로그램 보안을 향상시킵니다.,,,,
examtopics,CLF-01,614,AWS 클라우드에서 어떤 설계 원칙을 활성화하여 워크로드 작동을 향상시킬 수 있습니까?(2 개 선택.),BDBC,BC,선행 디자인을 최소화하십시오,느슨한 결합,일회용 자원,서버 설계 및 동시성,최소한의 실행 가능한 제품,,,,
examtopics,CLF-01,615,비용 및 자원 사용을 최적화하려면 회사는 전체 AWS 클라우드 리소스 시스템의 운영 건강을 모니터링해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,B,B,AWS 조직,아마존 클라우드 워치,AWS CloudTrail,AWS 구성,,,,,
examtopics,CLF-01,616,사용자가 Enterprise 수준 AWS 지원 계획이있는 AWS 계정을 가진 경우 청구 또는 계정 문의의 주요 연락처는 누구입니까?,B,B,솔루션 아키텍트,AWS 컨시어지 지원 팀,AWS 마켓 플레이스 판매자,AWS 파트너 네트워크 (APN) 파트너,,,,,
examtopics,CLF-01,617,AWS에서 사용자 활동을 추적 할 AWS 서비스는 무엇입니까?,C,C,Amazon Guardduty,AWS 신뢰할 수있는 고문,AWS CloudTrail,아마존 클라우드 워치,,,,,
examtopics,CLF-01,618,클라우드 실무자는 응용 프로그램 대기 시간을 줄이고 최종 사용자의 성능을 높이기위한 효과적인 방법이 필요합니다. 어떤 서비스가 도움이됩니까?(2 개 선택.),DEBE,DE,Kubernetes 용 Amazon Elastic Container Service (Amazon ECS),아마존 S3,Amazon Appstrearn 2.0,아마존 elasticache,아마존 클라우드 프론트,,,,
examtopics,CLF-01,619,회사는 비즈니스 인텔리전스 솔루션을 구축하고 있으며보고 목적으로 대시 보드를 사용하려고합니다. 어떤 AWS 서비스를 사용할 수 있습니까?,C,C,아마존 레드 시프트,Amazon Elasticsearch Service (Amazon ES),아마존 Quicksight,아마존 아테나,,,,,
examtopics,CLF-01,620,회사는 대량의 데이터를 온-프레미스 데이터 센터에서 AWS 클라우드로 전송해야합니다.회사의 인터넷 연결은 느리고 신뢰할 수 없으며 어떤 AWS 서비스 가이 데이터 전송을 용이하게 할 수 있습니까?,B,B,아마존 S3 빙하,AWS 눈덩이,AWS 스토리지 게이트웨이,아마존 탄성 파일 시스템 (Amazon EFS),,,,,
examtopics,CLF-01,621,보안 담당자는 Amazon EC2 보안 그룹의 잠재적 취약점 목록을 원합니다. 경찰관은 어떤 AWS 서비스를 사용해야합니까?,B,B,Amazon Guardduty,AWS 신뢰할 수있는 고문,AWS CloudTrail,AWS 인공물,,,,,
examtopics,CLF-01,622,회사에는 여러 부서가 있습니다.각 부서는 자체 AWS 계정을 사용합니다. 회사가 모든 계정에 대한 청구서를 하나의 청구서로 결합하는 데 사용할 수있는 AWS 서비스 또는 도구는 무엇입니까?,C,C,아마존 예측,AWS 예산,AWS 조직,AWS 마켓 플레이스,,,,,
examtopics,CLF-01,623,클라우드 실무자는 환경을 AWS 클라우드로 마이그레이션하기 전에 AWS 규정 준수 보고서를 얻어야합니다. 이러한 보고서는 어떻게 생성 될 수 있습니까?,BA,A,AWS 규정 준수 팀에 문의하십시오,AWS Artifact에서 보고서를 다운로드하십시오,AWS 지원으로 사례를 엽니 다,Amazon Macie로 보고서를 생성하십시오,,,,,
examtopics,CLF-01,624,대기업에는 하드웨어가 건물에 남아 있어야하는 워크로드가 있습니다.회사는 현재 AWS에서 사용하는 것과 동일한 관리 및 제어 비행기 서비스를 사용하려고합니다. 회사는 이러한 요구 사항을 충족하기 위해 사용해야합니까?,C,C,AWS 장치 농장,AWS Fargate,AWS 전초 기지,AWS 지상국,,,,,
examtopics,CLF-01,625,AWS 계정 루트 사용자 자격 증명을 사용해야하는 작업은 무엇입니까?(2 개 선택.),CECD,CE,Amazon EC2 키 쌍 생성,관리자 그룹에서 IAM 사용자를 제거합니다,AWS 지원 계획 변경,Amazon Cloudfront 키 쌍 생성,IAM 사용자에게 전체 관리 액세스 권한 부여,,,,
examtopics,CLF-01,626,다음 중 전통적인 온 프레미스 서버를 통해 Amazon EC2 인스턴스를 사용하는 장점은 무엇입니까?(2 개 선택.),AD,BD,유료 요금,오토메이션,서버의 자체 유지 보수,민첩,물리적 호스트에 대한 액세스,,,,
examtopics,CLF-01,627,악의적 인 컴퓨팅 활동을 피하기 위해 사용자는 Amazon EC2 인스턴스가 무제한 액세스를 허용하는 포트가 있는지 여부를 빠르게 결정할 수있는 방법이 필요합니다. 어떤 AWS 서비스 가이 요구 사항을 지원합니까?,D,D,VPC 흐름 로그,aws waf,AWS CloudTrail,AWS 신뢰할 수있는 고문,,,,,
examtopics,CLF-01,628,AWS 클라우드에서 실행 워크로드의 시장 이점은 무엇입니까?(2 개 선택.),AD,DE,새로운 워크로드를 배포하려면 직원 시간이 적습니다.,새로운 애플리케이션 기능을위한 시장에 출시되는 시간.,피크 워크로드를 지원하기위한 더 높은 획득 비용.,응용 프로그램 개발 팀의 생산성 향상.,평균 서버 CPU 사용률 감소.,,,,
examtopics,CLF-01,629,사용자가 가장 저렴한 비용으로 오랫동안 데이터 백업을 저장할 수있는 Amazon S3 스토리지 클래스는 무엇입니까?,C,C,S3 표준 무인 액세스 (S3 Standard-IA),S3 표준,S3 빙하,S3 One Zone Infrequent Access (S3 One Zone-IA),,,,,
examtopics,CLF-01,630,다음 기술 중 온-프레미스에서 AWS에 이르기까지 안전한 네트워크 연결을 제공하는 것은 무엇입니까?,A,C,가상 사설 통신망,AWS 눈덩이,Amazon Virtual Private Cloud (Amazon VPC),AWS 모바일 허브,,,,,
examtopics,CLF-01,631,AWS 클라우드를 온-프레미스 총 소유 비용과 비교할 때 어떤 비용을 고려해야합니까?(2 개 선택.),AC,AC,물리적 스토리지 하드웨어,운영 체제 관리,데이터 센터의 네트워크 인프라,프로젝트 관리,데이터베이스 스키마 개발,,,,
examtopics,CLF-01,632,회사는 Amazon EC2 인프라를 사용하여 정상 상태 워크로드를 호스팅하고 상당한 비용 절감을 달성해야합니다. 회사는 어떤 EC2 인스턴스 가격 모델을 선택해야합니까?,A,A,예약 된 인스턴스,주문형 인스턴스,스팟 인스턴스,전용 호스트,,,,,
examtopics,CLF-01,633,클라우드 애플리케이션을 구축하기위한 잘 알려진 설계 원칙은 무엇입니까?,C,B,정적 데이터를 컴퓨팅 리소스에 더 가깝게 유지하십시오.,피크 용량을위한 자원을 프로비저닝합니다.,실패로부터 자동 복구를위한 설계.,엄격하게 결합 된 구성 요소를 사용하십시오.,,,,,
examtopics,CLF-01,634,AWS 클라우드는 고객의 실행 속도와 민첩성을 높이기 위해 무엇을 제공합니까?(2 개 선택.),AB,AD,프로비저닝 시간이 적은 자원이 쉽게 이용할 수 있습니다,확장 가능한 컴퓨팅 용량,무료 계층 서비스 사용,AWS 데이터 센터에 대한 액세스,자원 제공 비용이 낮습니다,,,,
examtopics,CLF-01,635,회사는 무단 사용자가 Amazon S3 버킷에서 자신의 계정으로 복사 한 것으로 생각합니다. AWS 서비스는 사용자가 취한 작업을 기록 할 것인가?,B,B,아마존 클라우드 워치,AWS CloudTrail,AWS 인프라 이벤트 관리,AWS 시스템 관리자,,,,,
examtopics,CLF-01,636,어떤 AWS 서비스가 새로운 Multi-Account AWS 환경을 설정하고 규모에 따라 관리하는 간단한 방법을 제공합니까?,C,C,AWS 신뢰할 수있는 고문,AWS 보안 허브,AWS 컨트롤 타워,AWS 리소스 액세스 관리자,,,,,
examtopics,CLF-01,637,시스템 관리자는 IT 부서 사용자가 AWS CLI에 액세스 할 수 있도록 허용합니다.이 목표를 달성하는 데 필요한 최소 자격 증명은 무엇입니까?,DC,C,MFA (Multi-Factor Authentication) 코드,키 쌍,iam 사용자 이름 및 비밀번호,AWS 액세스 키,,,,,
examtopics,CLF-01,638,AWS 클라우드로 이동하면 사용자가 운영 체제 패치 전용 시간을 줄이는 데 어떻게 도움이됩니까?(2 개 선택.),AE,AE,사용자는 AWS에서 관리 서비스를 활용할 수 있습니다.,사용자는 운영 체제 패치를 AWS 지원 팀에 아웃소싱 할 수 있습니다.,AWS Professional Services는 인스턴스를 최신 운영 체제 버전으로 업그레이드합니다.,사용자는 라이센스가 포함 된 Amazon EC2 인스턴스를 사용할 수 있습니다.,사용자는 AWS Systems Manager 기능을 활용할 수 있습니다.,,,,
examtopics,CLF-01,639,사용자는 AWS 비즈니스 지원 계획을 가지고 있으며 상세한 청구 정보가 필요합니다. 어떤 AWS 리소스가 도움이됩니까?,D,A,AWS 컨시어지 지원,AWS 서비스 카탈로그,AWS 예산,AWS 비용 및 사용 보고서,,,,,
examtopics,CLF-01,640,회사는 AWS 계정에서 청구 알림을 가능하게했으며 월별 청구서가 정해진 금액을 초과 할 때마다 Amazon Simple Notification Service (Amazon SNS)를 통해 알림을 받으려고합니다. 회사가이를 달성하기 위해 어떤 AWS 서비스 또는 도구를 사용해야합니까?,A,A,아마존 클라우드 워치,비용 탐색기,AWS 비용 및 사용 보고서,AWS 가격 계산기,,,,,
examtopics,CLF-01,641,사용자는 총 비용을 줄이기 위해 레거시 애플리케이션을 AWS 클라우드로 이동하려고합니다. 모범 사례에 따라 어떤 옵션이 가장 비용 효율적입니까?,BD,B,레거시 애플리케이션을 Python과 같은 오픈 소스 언어로 다시 작성하십시오.,컴퓨팅 및 메모리 측면에서 과도한 프로비저닝을 방지하기 위해 Amazon EC2 인스턴스를 올바른 크기로 크기로 조정하십시오.,관계형 데이터베이스를 Amazon DynamoDB로 마이그레이션합니다.,추가 할인을 제공하는 선불 결제로 데이터 센터 시설을 예약하십시오.,,,,,
examtopics,CLF-01,642,AWS 공유 책임 모델에 따르면 Amazon EC2에서 실행되는 워크로드에 대한 AWS의 책임은 어떤 작업입니까?,A,A,물리적 하드웨어 업데이트,운영 체제 업데이트,데이터베이스 엔진 업데이트,사용자 데이터 업데이트,,,,,
examtopics,CLF-01,643,사용자는 비용을 절감하기 위해 활용되지 않은 Amazon Elastic Block Store (Amazon EBS) 볼륨을 식별해야합니다. AWS 서비스 또는 기능 이이 요구 사항을 충족합니까?,C,C,AWS CloudTrail,AWS 예산,AWS 신뢰할 수있는 고문,AWS 개인 건강 대시 보드,,,,,
examtopics,CLF-01,644,어제 Amazon EC2 인스턴스를 삭제 한 사용자를 식별하는 데 도움이되는 AWS 서비스는 무엇입니까?,C,C,아마존 클라우드 워치,AWS 신뢰할 수있는 고문,AWS CloudTrail,아마존 검사관,,,,,
examtopics,CLF-01,645,클라우드 엔지니어는 API 호출을 AWS 서비스에 보는 데 어떤 AWS 서비스를 사용해야합니까?,B,B,아마존 클라우드 워치,AWS CloudTrail,AWS 구성,AWS 인공물,,,,,
examtopics,CLF-01,646,회사는 AWS Management Console 및 AWS API를 통해 이루어진 모든 자원 변경에 대한 기록을 유지해야합니다. 회사 가이 요구 사항을 충족하기 위해 사용해야합니까?,B,B,아마존 클라우드 워치,AWS CloudTrail,AWS X-ray,아마존 검사관,,,,,
examtopics,CLF-01,647,AWS 공유 책임 모델에 따르면 고객의 책임은 어떤 작업입니까?,B,A,AWS 클라우드에서 제공되는 모든 서비스를 실행하는 글로벌 인프라를 보호하십시오.,리소스에 대한 논리적 액세스 컨트롤을 구성하고 계정 자격 증명을 보호하십시오.,관리 서비스에서 사용하는 보안을 구성하십시오.,Amazon Aurora 패치 및 백업.,,,,,
examtopics,CLF-01,648,회사는 AWS 비용과 사용을 모니터링하고 예측해야합니다.회사는 지출 한도가 초과되는 경우 발생하는 이벤트 중심 경보 알림을 설정해야합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 도구를 사용해야합니까?,AB,A,AWS 예산,아마존 클라우드 워치,AWS 구성,AWS 서비스 카탈로그,,,,,
examtopics,CLF-01,649,다음 중 IAM 사용자를위한 정책을 만드는 모범 사례는 무엇입니까?,C,C,많은 권한 세트로 시작하여 필요하지 않은 권한을 제거하십시오.,아마존 관리 정책 만 사용하십시오.,최소한의 권한 세트로 시작하여 필요에 따라 추가 권한을 부여하십시오.,정책을 각 사용자에게 개별적으로 직접 첨부하십시오.,,,,,
examtopics,CLF-01,650,AWS 기본 지원 계획을 가진 사용자는 AWS 리소스에서 불법 활동이 실행되고 있다고 판단했습니다. 사용자가 AWS에 활동을보고하는 권장 방법은 무엇입니까?,CD,C,AWS 컨시어지 지원 팀에 문의하십시오.,AWS 기술 계정 관리자에게 문의하십시오.,AWS 남용 팀에 문의하십시오.,AWS 지원 팀에 문의하십시오.,,,,,
examtopics,CLF-01,651,AWS는 다음 중 IT 작업 중 어느 회사의 IT 직원을 완화 할 수 있습니까?(2 개 선택.),ABAD,AC,데이터베이스 소프트웨어 패치,저장 용량 계획,데이터베이스 스키마 생성,데이터에 대한 액세스 컨트롤 설정,응용 프로그램 코드 작성,,,,
examtopics,CLF-01,652,회사의 보안 팀은 모든 Amazon EC2 워크로드가 승인 된 AMIS (Amazon Machine 이미지)를 사용하도록 요구합니다. AWS 서비스는 EC2 인스턴스가 승인 된 AMI를 사용하고 있는지 확인하기 위해 어떤 AWS 서비스를 사용해야합니까?,C,C,아마존 클라우드 워치,아마존 검사관,AWS 구성,AWS 신뢰할 수있는 고문,,,,,
examtopics,CLF-01,653,다음 중 AWS 클라우드 사용의 이점은 무엇입니까?(2 개 선택.),CE,CE,100% 결함 허용 오류,기본 인프라에 대한 총 제어,IT 자원의 빠른 프로비저닝,모든 응용 프로그램 코딩 아웃소싱,전 세계적으로 빠르게 갈 수있는 능력,,,,
examtopics,CLF-01,654,Amazon Elastic Compute Cloud (Amazon EC2) 인스턴스를 실행하는 다음 보안 관련 측면 중 AWS의 책임은 무엇입니까?,B,B,개인 키의 보안,하이퍼 바이저 소프트웨어 업데이트,인스턴스에서 실행되는 소프트웨어에 대한 보안 업데이트,인스턴스 액세스를 제어하는 정책,,,,,
examtopics,CLF-01,655,"여러 AWS 서비스의 보안 경고 및 결과를 어떤 AWS 서비스 집계, 조직 및 우선 순위?",D,D,아마존 형사,아마존 검사관,아마존 마키,AWS 보안 허브,,,,,
examtopics,CLF-01,656,개발자는 AWS 계정을 가지고 있으며 다른 계정의 테스트 데이터베이스에 액세스해야합니다. 개발자가 테스트 데이터베이스에 액세스하는 데 사용할 수있는 AWS 서비스 또는 기능은 무엇입니까?,C,C,아마존 마키,보안 그룹,IAM 역할,AWS 신뢰할 수있는 고문,,,,,
examtopics,CLF-01,657,Amazon Elastic Container Service (Amazon ECS)를 사용하여 모 놀리 식 아키텍처를 마이크로 서비스로 분해하는 것이 예입니다.,A,A,느슨하게 결합 된 아키텍처.,엄격하게 결합 된 아키텍처.,무국적 아키텍처.,상태의 건축.,,,,,
examtopics,CLF-01,658,다음 중 AWS 관리 서비스를 사용하는 이점은 무엇입니까?,A,B,회사의 IT 직원에 대한 운영 오버 헤드 감소,금융 팀이 예측할 수있는 고정 비용 증가,백업 전략이 필요합니다,준수 표준을 따라야 할 필요성의 제거,,,,,
examtopics,CLF-01,659,서브넷 수준에서 보안 계층을 제공하는 VPC 구성 요소는 무엇입니까?,B,A,보안 그룹,네트워크 ACL,Nat 게이트웨이,경로 테이블,,,,,
examtopics,CLF-01,660,컨버터블 예약 인스턴스에 사용할 수 있지만 표준 예약 인스턴스에는 어떤 이점이 있습니까?,B,C,인스턴스는 다른 인스턴스 크기의 인스턴스에 대해 교환 할 수 있습니다.,인스턴스는 다른 인스턴스 패밀리의 경우에 교환 할 수 있습니다.,인스턴스는 다른 가용성 영역으로 변경 될 수 있습니다.,인스턴스는 다른 AWS 영역으로 변경할 수 있습니다.,,,,,
examtopics,CLF-01,661,다음 중 사용자가 프로그래밍 방식으로 AWS 서비스의 힘을 활용할 수있는 것은 무엇입니까?,A,D,AWS 명령 줄 인터페이스 (AWS CLI),AWS 신뢰할 수있는 고문,AWS CodeDeploy,AWS 관리 콘솔,,,,,
